38889,1
39086,0
38564,1
35788,0
39553,0
38444,0
39736,2
39393,2
39058,1
38145,1
38853,2
38989,0
38166,1
39925,3
38242,2
39640,1
38614,3
39860,1
39372,0
39710,0
38387,0
39317,1
39564,0
38085,1
37961,0
38087,1
39660,3
38503,1
38031,2
38138,2
37982,0
38089,0
38762,1
39735,3
38143,0
39293,1
38946,0
38092,1
38471,0
38095,1
37969,1
38614,1
39190,1
39057,1
38018,2
38047,0
37998,1
40021,0
40047,0
37946,0
39694,0
38785,1
39666,3
38079,0
39226,0
38989,3
39706,1
39843,1
37942,3
39798,4
37964,1
37979,1
39878,4
38960,1
38172,1
38941,0
38205,1
38237,0
39096,1
38672,1
38257,0
39357,3
39567,0
39782,1
39049,3
39576,0
39209,0
39668,0
38959,0
39650,0
38805,0
38384,1
38066,1
39783,0
39649,1
38546,0
38654,1
38918,0
38458,1
39304,0
39802,1
38222,0
38036,0
38012,1
38140,1
13414,0
41229,0
38128,0
38925,0
38245,0
40746,0
37492,0
36355,0
36496,0
36446,0
36607,0
36448,0
40754,0
36602,0
38797,2
38548,1
36639,0
43112,0
37170,0
36622,0
43230,0
37967,0
37982,0
37964,0
38382,0
40257,0
38279,1
39828,0
39648,0
39755,0
39653,0
39463,0
39446,0
39551,0
39462,0
35722,0
42174,0
39409,2
40764,0
39751,0
39598,0
39793,0
39779,0
39584,0
39732,0
39745,0
40068,0
39444,0
39129,0
39683,0
39670,0
39872,0
39932,0
39914,0
39930,0
39967,0
39653,0
39810,0
39620,0
38861,0
39877,0
39777,0
39746,0
39730,0
39945,0
39902,0
39901,0
39887,0
22961,0
32579,0
39039,0
44286,0
48166,0
32022,0
32021,0
40125,0
39556,0
33941,0
39885,0
31778,0
38574,0
38989,1
38170,0
38065,0
37878,0
38131,0
18967,0
21257,0
67674,0
31792,0
31935,0
31804,0
38811,1
32063,0
32062,0
32113,0
32043,0
32358,1
32267,0
31840,1
31937,1
32212,0
40164,1
38949,0
37347,3
32045,0
31828,0
32165,0
32009,0
33888,2
32004,0
36774,0
36618,1
38104,3
38682,2
38920,1
39880,1
33663,1
39917,1
33514,0
36795,2
37666,0
40002,0
33763,0
31775,1
38810,1
38381,0
32161,1
32103,2
36758,1
36945,0
37861,1
34641,1
31975,1
33585,0
32119,1
33423,2
39146,0
40051,2
37081,2
35797,0
31999,0
36817,1
32161,0
32741,3
32276,1
33396,0
31918,0
38331,0
40039,0
35171,0
39968,0
39717,1
32091,1
32159,0
32049,0
32091,0
33642,3
31973,0
38754,0
37404,1
35467,2
40100,2
33570,3
32152,1
33862,0
39849,0
33559,0
37310,1
33658,0
39016,2
32243,0
40051,0
33716,1
31897,2
33430,0
32046,3
39421,1
37317,4
38845,1
35117,1
39079,0
40052,0
33594,1
31996,1
33709,0
31875,0
37060,0
42340,0
30975,0
39903,0
39839,0
39083,1
39665,0
39744,0
40017,0
39792,0
34500,0
61218,0
4662,0
24910,0
49588,0
43639,0
38172,0
35041,0
34648,1
35027,2
35029,1
34725,1
35190,1
34614,2
34785,0
34835,1
39377,1
38996,0
34922,3
34885,2
34980,1
34791,0
34577,1
34512,0
34792,2
35169,1
35164,0
34922,2
39229,0
34955,0
34760,0
34777,4
34744,0
34813,4
34648,0
34911,2
34930,0
34925,1
34692,0
38772,2
38804,1
34794,2
34813,0
34823,0
34928,1
34749,0
34823,2
35046,1
34787,0
34932,1
34737,0
39143,0
34717,1
34785,0
35053,1
34598,0
34810,1
34711,0
34913,1
34840,2
34888,0
34928,0
39386,1
34874,0
34806,2
34706,2
34797,1
34693,3
35085,2
34721,0
34634,0
34936,1
34734,0
38845,1
34814,2
34967,2
34868,2
34956,2
34545,1
34846,3
34927,0
34880,1
35087,2
34660,1
39121,0
37601,1
35588,3
35536,2
34994,1
36542,1
34757,1
34795,2
35019,2
34978,1
36185,2
39082,0
34732,0
39872,4
31459,0
34647,2
34940,0
38615,1
34950,1
34989,1
34650,1
34905,3
38899,0
34698,0
34872,1
34950,2
35013,1
34697,0
34895,1
34647,0
34833,0
36581,2
34813,4
39303,0
34745,2
34803,1
34816,1
31418,1
34783,0
34749,2
34762,1
34766,1
34974,1
34728,0
38005,0
34959,0
36292,1
34724,0
36641,0
34586,0
36610,1
36510,1
34682,1
36521,1
34983,2
39034,0
34833,0
34561,1
35100,2
35057,0
34773,0
40103,0
30105,1
34891,1
36383,2
35129,0
38317,0
38699,1
34754,1
34786,1
34682,0
34876,2
34662,1
34882,0
34807,3
35032,2
35204,0
34627,2
39260,0
34751,2
34691,1
34750,0
34799,1
34694,1
34833,1
35007,1
34910,0
36407,1
34649,0
38905,1
34877,2
34911,1
34892,0
31333,0
34478,1
36695,1
34858,0
37559,0
31923,1
34920,4
39375,1
34700,1
35074,1
34783,1
34647,0
34866,1
34904,1
34730,0
34945,2
34710,0
34920,1
38993,1
32367,1
35513,1
35183,0
35118,1
34826,0
34857,3
34796,1
34632,1
35077,0
34753,2
39387,1
34656,1
34863,0
34994,1
34694,2
35026,1
34824,0
34799,1
38202,0
41983,0
37480,0
37956,0
39533,0
39821,0
39816,0
39875,0
38686,0
39422,1
38606,2
39321,2
39441,1
39383,3
37315,1
39299,3
39327,3
39484,0
39339,1
39348,0
39561,0
39064,0
39344,0
39625,0
39345,1
38814,0
39237,3
39708,0
39337,1
38927,0
38986,1
39678,1
39190,2
39541,2
39417,1
39371,0
39929,1
39576,1
39444,1
39310,0
38868,0
39389,1
39521,1
39593,1
39552,1
39402,0
39485,1
39709,0
38933,3
39457,0
39401,0
39454,0
39753,2
39453,2
39489,1
39422,2
39171,1
39480,3
39332,1
39824,0
39694,0
39353,2
39348,1
39212,0
39323,0
39374,2
39102,0
39451,0
39657,0
41377,1
39944,0
37609,0
39751,0
37978,1
38732,0
39460,0
39414,1
39220,2
39393,3
37996,0
39268,0
37896,0
39398,1
39664,1
39677,1
39487,3
39164,3
39470,0
39181,0
39516,0
39326,0
39329,1
39665,1
38720,0
39119,0
39339,1
39369,2
38497,2
38881,0
39378,0
38752,0
39221,0
39311,0
39195,1
39107,0
41116,2
37981,0
39692,0
38617,0
39481,0
39847,1
38217,0
39209,3
39126,2
38475,3
38878,0
39715,0
38880,1
39289,2
38793,0
39603,1
39025,0
39787,2
39651,0
39879,0
38785,1
38702,0
40756,0
38911,0
39743,0
39665,0
38276,0
39201,1
38960,1
39100,3
38477,0
38656,2
39122,2
39621,2
38098,1
39231,0
38946,0
39686,1
38951,0
39073,1
39140,0
39019,1
38622,1
39351,0
37988,0
41159,0
39637,0
39747,0
39573,0
39754,0
39981,0
39651,0
39314,1
39724,3
39096,1
38950,2
37953,0
39182,2
39155,0
39231,1
39672,1
39342,0
39112,1
39585,0
38894,0
38733,2
39462,0
38908,1
38303,2
39406,0
39445,1
38992,0
39548,0
39366,0
39257,0
39152,1
38984,2
39436,0
39141,0
39400,0
39370,0
38599,0
39516,0
39283,1
39228,0
39397,3
39429,0
38914,1
39213,0
39469,0
39422,1
39507,1
39356,0
39407,1
43879,0
35218,0
39135,0
39773,0
39517,2
39190,0
38965,2
38886,1
38559,1
39025,0
39105,1
39037,3
39061,0
38964,1
38828,0
38826,1
38187,4
39281,0
38965,1
39234,1
38807,0
38162,2
39095,2
38441,1
39179,1
39156,0
39493,0
37998,0
38854,1
39198,2
39588,3
39242,2
38775,1
39190,1
39057,0
38363,0
38427,1
38264,2
39038,1
38302,4
39182,2
38989,0
39618,1
39063,1
37841,1
38046,3
39070,2
38833,1
39524,0
38552,1
39149,0
39193,3
39659,1
39235,2
39349,0
39145,0
38542,0
39059,1
39738,1
38271,1
39604,0
39853,0
38356,0
39680,0
38644,2
39891,4
39141,4
38955,2
39092,1
39242,1
37966,2
39688,0
39101,0
39082,0
39024,0
39178,1
38327,3
39223,2
38988,1
39125,4
38862,0
39201,5
40072,0
39006,3
38429,1
39186,0
39615,0
39034,1
38738,0
39151,1
39377,1
39634,4
39069,3
39107,0
39096,2
38728,2
39129,3
39151,0
38974,2
39149,3
37866,0
38964,0
39346,0
39053,3
38840,0
39013,0
39379,2
39378,0
39277,4
39285,0
39417,0
39154,1
38316,1
38418,1
39034,2
38829,0
39269,1
39029,0
39229,0
38939,0
39193,1
38678,0
38270,1
39119,0
39301,0
39115,1
38033,1
39095,1
39426,1
38107,1
38197,0
37978,0
38082,1
39290,0
39008,0
39263,1
39302,1
38868,0
39217,0
39484,0
38626,4
39179,1
38973,4
39060,0
39366,1
39242,1
39450,2
38640,1
38983,1
39311,0
38951,0
39266,1
39224,1
39306,0
38548,0
39159,0
39198,1
37674,2
39264,0
39694,0
39646,0
39334,0
38979,0
39627,0
39234,1
39195,0
38812,1
39007,3
39421,1
38970,0
39056,2
39114,2
38458,1
38825,0
39256,1
39103,1
39068,2
38886,1
38817,2
38895,2
39173,3
38878,0
39129,0
38137,2
39036,1
38138,2
38518,1
39571,0
39958,0
39381,0
39410,0
38403,0
38003,3
38786,1
38533,2
39183,0
39258,2
38982,1
39157,0
39080,2
38206,0
38874,1
39230,2
39013,2
38879,1
39014,0
38932,2
39255,0
39501,0
38926,0
38771,2
38830,0
39073,6
38987,1
38626,1
38872,1
38798,1
39196,0
38873,1
39335,0
39148,1
39000,2
39164,2
39060,0
39112,1
39078,3
39145,2
38999,0
39201,2
39037,0
39174,1
39215,3
38976,2
39265,0
38346,2
39024,1
38009,2
37926,1
39318,1
39183,2
39114,1
39246,2
38343,0
39252,0
38939,1
39179,0
39128,2
38430,0
39587,0
38994,0
39221,1
39062,1
39262,2
39164,1
39094,1
39156,0
38446,0
39217,1
39103,0
39463,1
39226,0
39133,1
37981,3
39061,1
39349,1
39715,1
39211,0
39101,1
38588,0
39183,0
38001,0
39472,2
39224,1
38469,0
39079,1
39059,0
39200,0
38857,1
39143,0
39145,0
39186,0
39099,1
39054,4
37800,0
39271,0
39335,0
39209,0
39215,1
38995,0
39228,0
39269,1
38961,0
38143,1
39523,1
52125,4
50638,1
52205,0
51970,0
50785,1
52229,1
50762,2
50659,0
50991,1
50697,1
50782,0
50749,1
50886,1
51132,0
50573,2
50808,1
51984,1
51072,0
51049,0
51132,0
50100,1
52221,0
51225,1
52249,1
51857,0
51727,0
51599,0
51093,2
50498,1
52218,1
51623,1
51056,0
50840,3
51869,0
50958,1
50624,1
50656,0
50941,1
50885,1
51790,2
51414,1
52002,1
50502,0
50770,1
50560,1
50943,3
50838,0
50642,0
50999,0
50924,0
51317,1
50910,1
50838,2
50717,3
50526,2
50752,3
51994,0
52049,0
49276,1
52266,3
50520,4
52092,1
52291,0
50588,0
50507,1
52033,0
50583,2
50838,3
51070,1
50897,1
51648,0
52309,2
50676,0
50843,1
50619,1
51795,2
50742,1
50846,3
50648,0
50692,1
50487,0
51608,2
50876,1
50671,0
50903,1
51936,0
53478,0
51200,0
47597,0
52217,0
52443,0
51988,0
52323,0
52336,0
52157,0
34341,0
53582,0
48162,0
54281,0
44321,0
52181,0
52952,0
52045,0
50863,3
52762,0
51605,0
51745,1
51837,1
52805,2
51376,2
51234,0
50907,3
51899,1
51029,2
50573,1
51987,0
50243,2
51124,3
51397,2
51015,1
50684,2
51106,2
51295,4
51464,1
54220,0
48781,2
50759,1
51781,0
51492,1
50892,2
51451,2
50889,1
52051,1
51859,2
50848,0
51979,1
51950,1
51991,0
52273,0
52254,0
51597,0
50494,1
50949,0
50901,1
51821,0
50889,2
50558,1
50783,1
52287,2
50907,1
50604,0
50501,3
50640,3
51078,1
52350,2
50652,0
50403,1
50700,0
50559,1
50731,0
50720,0
50900,1
50713,2
50531,2
50798,3
52192,0
52064,0
50363,0
51658,1
50809,1
50598,4
52257,2
51355,3
50644,1
52190,3
51220,1
50739,1
50596,1
50597,1
51411,3
50702,1
51028,1
50643,1
50477,0
51311,0
50767,0
50599,0
50592,1
50665,1
52482,3
51662,0
51180,0
50744,1
50834,2
52459,0
50872,2
50643,0
50692,1
50570,3
50750,3
50688,0
50696,1
50880,0
50783,0
50555,0
50759,0
50536,0
50567,1
51888,1
52241,3
50558,0
52252,4
50626,0
50658,0
50453,3
50652,2
50783,1
50530,1
50660,1
50849,1
51088,0
52385,0
21852,0
157,0
49598,0
49601,0
49575,0
49513,0
49547,0
49784,0
49551,0
39183,1
44951,2
48878,1
43662,2
45707,1
41774,0
44632,1
42816,4
47544,5
47566,4
46609,3
45407,0
39419,2
40788,0
44147,2
34884,4
49800,2
45798,1
41929,4
44126,3
46444,2
46108,1
45110,1
45773,2
46629,0
41882,0
46939,0
41142,2
47049,1
45605,2
41748,2
19396,1
48456,2
48693,3
42999,2
49554,0
49790,1
49558,2
49456,1
49771,1
49681,0
49627,2
49638,0
49620,2
49618,3
49571,0
49609,1
49676,1
49570,1
49666,0
49559,0
48480,2
50543,1
49705,0
49295,2
49505,2
49642,0
49910,1
49757,0
49875,2
49730,0
50142,0
49688,0
50863,1
49902,0
49921,0
49843,1
49992,1
50047,1
49801,0
49863,0
49877,1
49923,1
49867,1
51982,1
49683,0
49751,0
50008,2
49836,0
49588,1
49889,0
49721,0
50056,0
49760,0
49875,0
51788,1
49833,3
50143,0
49794,1
49800,1
49743,1
49984,0
48710,0
49747,0
50038,0
49681,0
50726,0
49532,0
49942,1
50034,1
49698,1
49683,4
49736,0
49814,0
44535,0
46016,1
49746,0
50959,1
49819,0
49961,0
29593,0
49920,2
49744,2
49868,2
49908,2
49829,0
49900,1
49786,0
49798,0
49908,0
39097,2
49882,2
49825,0
49536,1
49778,3
49770,0
49922,3
49561,1
49923,1
41698,1
49868,0
49803,4
51861,1
50531,0
50573,0
50479,5
50414,1
50942,1
50511,2
50518,1
51257,2
50949,1
51940,1
52185,1
50720,3
50784,1
51872,0
51323,1
51958,2
50762,1
50384,1
51912,1
50624,2
50793,0
51931,1
50985,0
50946,0
50752,1
50776,2
50586,0
50756,1
51458,2
50721,0
52163,2
50771,1
52179,0
50463,1
50632,0
52244,1
51692,0
50658,0
50923,1
50508,1
51036,0
50730,2
50873,0
51333,0
51212,1
50697,3
51326,0
52099,0
50796,0
51146,0
50503,3
50942,0
50987,0
50759,0
51088,0
50936,1
50949,1
50969,0
51089,0
50893,3
50987,2
51108,1
51072,2
51065,1
51583,0
51143,1
51624,2
50397,2
52321,0
52088,0
52201,0
52476,0
52312,0
52031,0
52149,0
52262,0
32721,0
26406,0
50818,1
26365,0
26366,0
26350,0
26401,0
26406,0
26376,0
26360,0
26294,0
26422,0
26412,0
50524,2
26271,0
26413,0
26376,0
26341,0
26441,0
26292,0
26430,0
26326,0
26370,0
26388,0
50706,0
51305,0
26391,0
26408,0
26384,0
26343,0
26379,0
26392,0
26313,0
26393,0
26385,0
26440,0
50615,1
26316,0
26341,0
26415,0
26416,0
26347,0
26364,0
26444,0
26321,0
26415,0
26381,0
50456,1
26368,0
26351,0
26370,0
26362,0
26063,0
26429,0
26257,0
26443,0
26305,0
26395,0
26373,0
26354,0
26466,0
26336,0
52797,0
52669,0
52789,0
52795,0
52726,0
52701,0
51009,1
52810,0
52747,0
42924,0
52340,0
52183,0
52236,0
52456,0
52552,0
51936,0
40881,0
11378,0
90633,0
45277,0
45292,0
45307,0
45340,0
45374,0
45297,0
45311,0
45372,0
45262,0
44916,0
45418,0
45323,0
49594,0
1116,0
90723,0
45329,0
45312,0
45403,0
51233,1
45306,0
45282,0
45188,0
45306,0
45394,0
45401,0
45292,0
45286,0
45306,0
45356,0
50852,1
45264,0
45258,0
45409,0
45327,0
45306,0
45270,0
45317,0
45342,0
45287,0
45354,0
52097,2
45367,0
45302,0
45235,0
45379,0
45322,0
44949,0
45293,0
45309,0
45330,0
45349,0
51966,1
50548,2
45321,0
45236,0
45315,0
45379,0
45266,0
45309,0
45267,0
45228,0
45466,0
45346,0
51891,1
45296,0
45257,0
45309,0
45335,0
45310,0
45284,0
45320,0
45338,0
45325,0
45298,0
52178,2
45364,0
45293,0
45272,0
45322,0
45329,0
45343,0
45317,0
45263,0
45331,0
45319,0
52353,0
45265,0
45334,0
45357,0
44968,0
45311,0
45302,0
45309,0
45296,0
45383,0
45373,0
50965,1
45208,0
45358,0
45306,0
45317,0
45334,0
45306,0
45162,0
45343,0
45411,0
45412,0
45289,0
45208,0
45355,0
45251,0
45315,0
45222,0
45401,0
45360,0
45217,0
45424,0
45254,0
45345,0
45346,0
45261,0
45350,0
49170,0
15774,0
67901,0
45313,0
45300,0
45320,0
54478,0
34115,0
61533,0
45306,0
45341,0
45268,0
45354,0
45310,0
45322,0
45187,0
45403,0
45305,0
45294,0
45288,0
45270,0
45292,0
45333,0
45257,0
45268,0
45336,0
45299,0
45270,0
45318,0
45384,0
45235,0
45267,0
45350,0
45268,0
45360,0
50937,2
44283,0
44923,0
45370,0
45210,0
45407,0
45175,0
45364,0
22652,0
29864,0
30079,0
51667,0
30035,0
30106,0
30041,0
30032,0
30064,0
30017,0
30053,0
30066,0
30074,0
60122,0
50583,1
41302,0
52406,0
52147,0
51651,0
52855,0
51512,2
50752,1
49887,0
50540,2
51854,1
49874,1
51310,1
51316,1
51697,0
51264,1
51487,1
51360,2
52098,0
50453,0
51482,1
50587,0
51697,1
52250,0
51647,2
51484,1
51334,3
50888,1
51332,1
51574,1
52169,0
51258,0
51205,0
51783,1
51491,1
51618,0
51543,0
